order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
SO - 0001071,2018-01-24,Browsebug Company,Export,Product 13,10,1112.2,11122.0,500.49,ID,Idaho,West,43.54072,-116.56346,,5004.9,6117.1,55.00000000000001,January,1,2018-01
SO - 0001771,2018-01-24,Omba Group,Wholesale,Product 6,10,1246.2,12462.0,847.416,CA,California,West,38.35658,-121.98774,,8474.16,3987.84,32.0,January,1,2018-01
SO - 0002970,2018-01-24,Mita Corp,Wholesale,Product 30,11,2244.5,24689.5,1705.82,CA,California,West,36.91023,-121.75689,,18764.02,5925.48,24.0,January,1,2018-01
SO - 0003243,2018-01-24,EMD Group,Wholesale,Product 25,6,1105.5,6633.0,740.6850000000001,VA,Virginia,South,37.02987,-76.34522,,4444.110000000001,2188.8899999999994,32.99999999999999,January,1,2018-01
SO - 0005087,2018-01-24,Skippad Ltd,Wholesale,Product 4,7,1159.1000000000001,8113.700000000001,718.642,UT,Utah,West,40.69161,-112.00105,,5030.494000000001,3083.206,38.0,January,1,2018-01
SO - 0005101,2018-01-24,State Ltd,Export,Product 15,11,3959.7000000000003,43556.700000000004,2375.82,CA,California,West,37.323,-122.03218,,26134.02,17422.680000000004,40.00000000000001,January,1,2018-01
SO - 0005535,2018-01-24,Oba Company,Wholesale,Product 19,8,1118.9,8951.2,928.687,FL,Florida,South,29.21081,-81.02283,,7429.496,1521.7040000000006,17.000000000000007,January,1,2018-01
SO - 0005716,2018-01-24,Skidoo Company,Wholesale,Product 20,12,234.5,2814.0,189.94500000000002,AL,Alabama,South,34.57332,-86.99214,,2279.34,534.6599999999999,18.999999999999993,January,1,2018-01
SO - 0006524,2018-01-24,The Ltd,Wholesale,Product 17,11,1072.0,11792.0,696.8000000000001,CA,California,West,37.33939,-121.89496,,7664.800000000001,4127.199999999999,34.99999999999999,January,1,2018-01
SO - 0007786,2018-01-24,Fivebridge Ltd,Distributor,Product 25,6,1755.4,10532.400000000001,1456.982,IL,Illinois,Midwest,42.03336,-87.8834,,8741.892,1790.5080000000016,17.00000000000001,January,1,2018-01
SO - 0009614,2018-01-24,Accudial Company,Wholesale,Product 3,8,2278.0,18224.0,1571.82,GA,Georgia,South,30.8327,-83.27849,,12574.56,5649.4400000000005,31.000000000000007,January,1,2018-01
SO - 0008285,2018-01-24,Ozu Ltd,Distributor,Product 15,6,857.6,5145.6,531.712,NY,New York,Northeast,42.65258,-73.75623,,3190.272,1955.3280000000004,38.00000000000001,January,1,2018-01
SO - 0008883,2018-01-24,Camido Company,Export,Product 15,11,1005.0,11055.0,643.2,GA,Georgia,South,33.85844,-84.3402,,7075.200000000001,3979.7999999999993,35.99999999999999,January,1,2018-01
SO - 000777,2018-01-24,Shuffledri Group,Wholesale,Product 26,10,984.9,9849.0,689.43,AL,Alabama,South,30.69436,-88.04305,,6894.299999999999,2954.7000000000007,30.00000000000001,January,1,2018-01
SO - 0003548,2018-01-24,H Ltd,Export,Product 26,7,1172.5,8207.5,644.875,IL,Illinois,Midwest,41.77475,-87.8596,,4514.125,3693.375,45.0,January,1,2018-01
SO - 0004554,2018-01-24,Roomm Company,Wholesale,Product 15,6,1728.6000000000001,10371.6,1452.0240000000001,CT,Connecticut,Northeast,41.39482,-73.45401,,8712.144,1659.4560000000001,16.0,January,1,2018-01
SO - 0005181,2018-01-24,Nexus Group,Wholesale,Product 17,7,4020.0,28140.0,2613.0,WA,Washington,West,46.23958,-119.10057,,18291.0,9849.0,35.0,January,1,2018-01
SO - 0006122,2018-01-24,Walgreen Corp,Export,Product 20,7,1916.2,13413.4,1092.234,UT,Utah,West,40.60967,-111.9391,,7645.637999999999,5767.762000000001,43.00000000000001,January,1,2018-01
SO - 0007973,2018-01-24,Chatterpoi Corp,Wholesale,Product 25,6,5386.8,32320.800000000003,2908.8720000000003,MA,Massachusetts,Northeast,42.33176,-71.12116,,17453.232000000004,14867.568,46.0,January,1,2018-01
SO - 0010526,2018-01-24,Roberts Company,Distributor,Product 21,8,964.8000000000001,7718.400000000001,742.8960000000001,IL,Illinois,Midwest,40.11642,-88.24338,,5943.168000000001,1775.232,23.0,January,1,2018-01
SO - 0010328,2018-01-24,Gigabox Group,Wholesale,Product 1,7,1058.6000000000001,7410.200000000001,783.3640000000001,CT,Connecticut,Northeast,41.30815,-72.92816,,5483.548000000001,1926.652,25.999999999999996,January,1,2018-01
SO - 0010001,2018-01-24,Twinte Group,Wholesale,Product 26,8,3899.4,31195.2,2573.6040000000003,CA,California,West,34.21639,-119.0376,,20588.832000000002,10606.367999999999,34.0,January,1,2018-01
SO - 0010744,2018-01-24,Terumo Corp,Distributor,Product 13,9,991.6,8924.4,436.30400000000003,IN,Indiana,Midwest,41.61329,-87.47085,,3926.7360000000003,4997.663999999999,55.99999999999999,January,1,2018-01
SO - 000907,2018-01-24,Fatz Group,Wholesale,Product 14,6,2365.1,14190.599999999999,1986.6839999999997,TX,Texas,South,33.15543,-96.8226,,11920.104,2270.495999999999,15.999999999999995,January,1,2018-01
SO - 0002974,2018-01-24,Actavis Company,Wholesale,Product 6,8,1695.1000000000001,13560.800000000001,1186.57,WA,Washington,West,46.60207,-120.5059,,9492.56,4068.2400000000016,30.00000000000001,January,1,2018-01
SO - 0003257,2018-01-24,Holston Company,Wholesale,Product 27,6,2566.1,15396.599999999999,1437.016,MO,Missouri,Midwest,39.76861,-94.84663,,8622.096000000001,6774.503999999997,43.999999999999986,January,1,2018-01
SO - 0003288,2018-01-24,Tagfeed Ltd,Wholesale,Product 25,10,1045.2,10452.0,731.64,NJ,New Jersey,Northeast,39.48623,-75.02573,,7316.4,3135.6000000000004,30.000000000000004,January,1,2018-01
SO - 0003393,2018-01-24,Roberts Company,Wholesale,Product 20,9,5534.2,49807.799999999996,4095.308,LA,Louisiana,South,30.22409,-92.01984,,36857.772,12950.027999999998,26.0,January,1,2018-01
SO - 0007015,2018-01-24,Voolith Ltd,Wholesale,Product 10,10,1139.0,11390.0,911.2,IL,Illinois,Midwest,42.04114,-87.69006,,9112.0,2278.0,20.0,January,1,2018-01
SO - 0007730,2018-01-24,Blogtags Ltd,Wholesale,Product 25,5,5601.2,28006.0,4312.924,IL,Illinois,Midwest,41.76635,-88.2009,,21564.62,6441.380000000001,23.000000000000004,January,1,2018-01
SO - 0009182,2018-01-24,Twimbo Company,Distributor,Product 1,12,3825.7000000000003,45908.4,3175.331,FL,Florida,South,28.47689,-82.52546,,38103.972,7804.428,17.0,January,1,2018-01
SO - 0009783,2018-01-24,Cogilith Group,Distributor,Product 25,7,1018.4,7128.8,672.144,UT,Utah,West,40.59161,-111.8841,,4705.008,2423.7920000000004,34.0,January,1,2018-01
SO - 0008858,2018-01-24,Twimbo Company,Distributor,Product 30,8,757.1,6056.8,386.12100000000004,MO,Missouri,Midwest,38.78922,-90.32261,,3088.9680000000003,2967.832,49.0,January,1,2018-01
SO - 0009265,2018-01-24,Aimbo Corp,Wholesale,Product 18,11,5279.6,58075.600000000006,3167.76,NY,New York,Northeast,40.72593,-73.51429,,34845.36,23230.240000000005,40.00000000000001,January,1,2018-01
SO - 0001354,2018-01-24,Skidoo Company,Wholesale,Product 26,5,2010.0,10050.0,1346.7,NJ,New Jersey,Northeast,40.85843,-74.16376,,6733.5,3316.5,33.0,January,1,2018-01
SO - 0004472,2018-01-24,Realpoint Corp,Wholesale,Product 1,7,1038.5,7269.5,477.71000000000004,CO,Colorado,West,39.57916,-104.87692,,3343.9700000000003,3925.5299999999997,53.99999999999999,January,1,2018-01
SO - 0005072,2018-01-24,Jaxbean Group,Wholesale,Product 2,9,3979.8,35818.200000000004,3024.648,AZ,Arizona,West,33.7862,-112.30801,,27221.832000000002,8596.368000000002,24.000000000000004,January,1,2018-01
SO - 0006043,2018-01-24,Skyble Corp,Wholesale,Product 5,7,2499.1,17493.7,1074.613,AR,Arkansas,South,34.76954,-92.26709,,7522.291,9971.409,56.99999999999999,January,1,2018-01
SO - 0007682,2018-01-24,Skyvu Group,Distributor,Product 25,10,1849.2,18492.0,887.616,SC,South Carolina,South,34.0291,-80.89804,,8876.16,9615.84,52.0,January,1,2018-01
SO - 0007793,2018-01-24,Talane Group,Export,Product 19,6,1822.4,10934.400000000001,1184.5600000000002,CA,California,West,33.96085,-118.04173,,7107.360000000001,3827.040000000001,35.0,January,1,2018-01
SO - 0007981,2018-01-24,General Company,Wholesale,Product 21,11,4020.0,44220.0,3135.6,CA,California,West,38.61713,-121.32828,,34491.6,9728.400000000001,22.000000000000004,January,1,2018-01
SO - 0009420,2018-01-24,CLINIQUE Ltd,Wholesale,Product 12,5,5286.3,26431.5,3013.191,IL,Illinois,Midwest,41.84333,-87.79093,,15065.954999999998,11365.545000000002,43.00000000000001,January,1,2018-01
SO - 0001402,2018-01-24,Revitol Company,Wholesale,Product 7,6,2264.6,13587.599999999999,1494.636,MD,Maryland,South,38.62456,-76.93914,,8967.815999999999,4619.784,34.0,January,1,2018-01
SO - 0002144,2018-01-24,Family Corp,Distributor,Product 17,11,1125.6000000000001,12381.600000000002,619.0800000000002,MI,Michigan,Midwest,42.86947,-85.64475,,6809.880000000002,5571.72,44.99999999999999,January,1,2018-01
SO - 0002697,2018-01-24,Army Group,Wholesale,Product 4,10,710.2,7102.0,553.956,CT,Connecticut,Northeast,41.1176,-73.4079,,5539.56,1562.4399999999996,21.999999999999993,January,1,2018-01
SO - 0004308,2018-01-24,Organon Corp,Distributor,Product 6,6,1065.3,6391.799999999999,788.322,OK,Oklahoma,South,34.60869,-98.39033,,4729.932,1661.8679999999995,25.999999999999996,January,1,2018-01
SO - 0004468,2018-01-24,Feednation Corp,Distributor,Product 20,5,1045.2,5226.0,512.148,IN,Indiana,Midwest,41.59337,-87.34643,,2560.7400000000002,2665.2599999999998,51.0,January,1,2018-01
SO - 0009195,2018-01-24,Cadila Ltd,Wholesale,Product 21,7,3845.8,26920.600000000002,2768.976,NV,Nevada,West,36.02525,-115.24194,,19382.832000000002,7537.768,27.999999999999996,January,1,2018-01
SO - 0001394,2018-01-25,Unit Ltd,Wholesale,Product 2,5,964.8000000000001,4824.0,762.1920000000001,MD,Maryland,South,39.29038,-76.61219,,3810.9600000000005,1013.0399999999995,20.99999999999999,January,1,2018-01
SO - 0001566,2018-01-25,Arbor Company,Wholesale,Product 7,9,3410.3,30692.7,2387.21,CA,California,West,33.96358,-117.56418,,21484.89,9207.810000000001,30.000000000000004,January,1,2018-01
SO - 0007561,2018-01-25,Muxo Group,Wholesale,Product 16,6,2626.4,15758.400000000001,1680.8960000000002,GA,Georgia,South,33.9526,-84.54993,,10085.376,5673.024000000001,36.00000000000001,January,1,2018-01
SO - 0006323,2018-01-25,Golden Corp,Wholesale,Product 26,8,2525.9,20207.2,1010.3600000000001,CT,Connecticut,Northeast,41.22509,-73.06111,,8082.880000000001,12124.32,60.0,January,1,2018-01
SO - 0006939,2018-01-25,Z.H.T. Group,Wholesale,Product 12,8,5661.5,45292.0,3623.36,NY,New York,Northeast,43.1787,-76.19211,,28986.88,16305.119999999999,36.0,January,1,2018-01
SO - 0007559,2018-01-25,Viva Ltd,Wholesale,Product 3,9,3289.7000000000003,29607.300000000003,2500.172,IL,Illinois,Midwest,41.60815,-87.85929,,22501.548,7105.752000000004,24.00000000000001,January,1,2018-01
SO - 000780,2018-01-25,Cogidoo Company,Export,Product 19,5,3819.0,19095.0,2024.0700000000002,SC,South Carolina,South,34.0291,-80.89804,,10120.35,8974.65,47.0,January,1,2018-01
SO - 0001298,2018-01-25,Avamba Company,Distributor,Product 6,12,951.4,11416.8,437.644,FL,Florida,South,28.80055,-81.27312,,5251.728,6165.071999999999,53.99999999999999,January,1,2018-01
SO - 0001686,2018-01-25,Golden Corp,Distributor,Product 18,9,1976.5,17788.5,1264.96,CA,California,West,34.09751,-117.64839,,11384.64,6403.860000000001,36.00000000000001,January,1,2018-01
SO - 0004506,2018-01-25,Rochester Group,Wholesale,Product 13,10,3872.6,38726.0,2207.3819999999996,CA,California,West,38.35658,-121.98774,,22073.819999999996,16652.180000000004,43.00000000000001,January,1,2018-01
SO - 0005101,2018-01-25,State Ltd,Export,Product 15,11,3959.7000000000003,43556.700000000004,2375.82,FL,Florida,South,26.24453,-80.20644,,26134.02,17422.680000000004,40.00000000000001,January,1,2018-01
SO - 0005209,2018-01-25,Chatterbri Ltd,Wholesale,Product 23,6,221.1,1326.6,163.614,TX,Texas,South,30.67436,-96.36996,,981.684,344.91599999999994,25.999999999999996,January,1,2018-01
SO - 0006242,2018-01-25,Zoonder Group,Wholesale,Product 25,9,3912.8,35215.200000000004,2738.96,AZ,Arizona,West,33.63059,-112.33322,,24650.64,10564.560000000005,30.00000000000001,January,1,2018-01
SO - 000386,2018-01-25,Liberty Group,Wholesale,Product 29,6,1025.1000000000001,6150.6,779.0760000000001,NV,Nevada,West,36.0397,-114.98194,,4674.456000000001,1476.1439999999993,23.99999999999999,January,1,2018-01
SO - 0001301,2018-01-25,Realpoint Corp,Export,Product 5,6,234.5,1407.0,194.635,AZ,Arizona,West,32.72532,-114.6244,,1167.81,239.19000000000005,17.000000000000004,January,1,2018-01
SO - 0004392,2018-01-25,Topco Company,Wholesale,Product 15,12,1855.9,22270.800000000003,1484.7200000000003,CA,California,West,37.6391,-120.99688,,17816.640000000003,4454.16,19.999999999999996,January,1,2018-01
SO - 0005147,2018-01-25,Z.H.T. Group,Export,Product 19,6,1065.3,6391.799999999999,777.669,CA,California,West,38.35658,-121.98774,,4666.014,1725.7859999999991,26.99999999999999,January,1,2018-01
SO - 0009348,2018-01-25,Twinte Group,Wholesale,Product 25,9,1065.3,9587.699999999999,490.038,MI,Michigan,Midwest,42.32115,-85.17971,,4410.342000000001,5177.357999999998,53.99999999999999,January,1,2018-01
SO - 0003309,2018-01-25,Vimbo Company,Export,Product 19,7,2351.7000000000003,16461.9,1622.673,MA,Massachusetts,Northeast,42.30791,-71.4362,,11358.711,5103.189000000002,31.00000000000001,January,1,2018-01
SO - 0003365,2018-01-25,Z.H.T. Group,Distributor,Product 17,6,1031.8,6190.799999999999,856.3939999999999,MD,Maryland,South,38.99067,-77.02609,,5138.364,1052.4359999999997,17.0,January,1,2018-01
SO - 0003515,2018-01-25,Avamba Company,Distributor,Product 6,8,1956.4,15651.2,782.5600000000001,CA,California,West,34.1064,-117.59311,,6260.4800000000005,9390.720000000001,60.00000000000001,January,1,2018-01
SO - 0003888,2018-01-25,Livepath Corp,Export,Product 18,12,951.4,11416.8,618.41,CA,California,West,34.0239,-118.17202,,7420.92,3995.879999999999,35.0,January,1,2018-01
SO - 0005131,2018-01-25,Wordware Company,Distributor,Product 9,8,3055.2000000000003,24441.600000000002,2230.2960000000003,FL,Florida,South,25.72149,-80.26838,,17842.368000000002,6599.232,26.999999999999996,January,1,2018-01
SO - 0005209,2018-01-25,Chatterbri Ltd,Wholesale,Product 23,6,221.1,1326.6,163.614,VA,Virginia,South,39.11566,-77.5636,,981.684,344.91599999999994,25.999999999999996,January,1,2018-01
SO - 0005523,2018-01-25,SUPERVALU Ltd,Wholesale,Product 3,5,1889.4,9447.0,1095.852,IN,Indiana,Midwest,41.68338,-86.25001,,5479.26,3967.74,42.0,January,1,2018-01
SO - 0010411,2018-01-25,Jaxbean Group,Wholesale,Product 1,11,3122.2000000000003,34344.200000000004,1498.6560000000002,TX,Texas,South,29.78664,-95.3909,,16485.216,17858.984000000004,52.0,January,1,2018-01
SO - 0008421,2018-01-25,Tambee Company,Distributor,Product 15,10,2244.5,22445.0,1167.14,IN,Indiana,Midwest,39.58265,-86.095,,11671.400000000001,10773.599999999999,47.99999999999999,January,1,2018-01
SO - 0009201,2018-01-25,Aibox Company,Distributor,Product 18,8,3946.3,31570.4,1933.6870000000001,MA,Massachusetts,Northeast,42.20668,-70.94585000000001,,15469.496000000001,16100.904,51.0,January,1,2018-01
SO - 0008398,2018-01-25,Divanoodle Ltd,Distributor,Product 5,6,824.1,4944.6,354.363,CA,California,West,33.9164,-118.35257,,2126.178,2818.4220000000005,57.00000000000001,January,1,2018-01
SO - 0001399,2018-01-25,Golden Corp,Distributor,Product 2,12,857.6,10291.2,557.44,CA,California,West,37.97798,-122.03107,,6689.280000000001,3601.92,35.0,January,1,2018-01
SO - 0004533,2018-01-25,Accudial Company,Wholesale,Product 26,8,1112.2,8897.6,856.394,IL,Illinois,Midwest,42.35277,-88.06133,,6851.152,2046.4480000000003,23.000000000000004,January,1,2018-01
SO - 0004556,2018-01-25,WOCKHARDT Group,Distributor,Product 17,10,1876.0,18760.0,1013.0400000000001,TX,Texas,South,29.61968,-95.63495,,10130.400000000001,8629.599999999999,45.99999999999999,January,1,2018-01
SO - 0010759,2018-01-25,Kazu Corp,Export,Product 8,8,1822.4,14579.2,1221.008,CT,Connecticut,Northeast,41.17594,-73.27205,,9768.064,4811.136,33.0,January,1,2018-01
SO - 0008496,2018-01-25,MEIJER Corp,Export,Product 20,5,871.0,4355.0,365.82,CA,California,West,33.83585,-118.34063,,1829.1,2525.9,58.00000000000001,January,1,2018-01
SO - 0010360,2018-01-25,Remedy Ltd,Wholesale,Product 18,5,1092.1000000000001,5460.500000000001,797.2330000000001,IL,Illinois,Midwest,42.36363,-87.84479,,3986.1650000000004,1474.3350000000005,27.0,January,1,2018-01
SO - 0009367,2018-01-26,Centizu Company,Distributor,Product 13,8,1011.7,8093.6,728.424,IN,Indiana,Midwest,41.05238,-85.16209,,5827.392,2266.2080000000005,28.000000000000004,January,1,2018-01
SO - 0009965,2018-01-26,SEINDNI Corp,Wholesale,Product 26,5,1105.5,5527.5,563.8050000000001,FL,Florida,South,26.52535,-80.06643,,2819.0250000000005,2708.4749999999995,48.999999999999986,January,1,2018-01
SO - 0001139,2018-01-26,Omba Group,Wholesale,Product 14,9,221.1,1989.8999999999999,141.504,TX,Texas,South,26.21591,-98.32529,,1273.5359999999998,716.364,36.00000000000001,January,1,2018-01
SO - 0003027,2018-01-26,Flipstorm Group,Wholesale,Product 9,8,1085.4,8683.2,640.386,CA,California,West,38.58046,-121.53023,,5123.088,3560.112000000001,41.00000000000001,January,1,2018-01
SO - 0005117,2018-01-26,Camido Company,Wholesale,Product 4,12,1701.8,20421.6,1021.0799999999999,TX,Texas,South,33.91371,-98.49339,,12252.96,8168.639999999999,40.0,January,1,2018-01
SO - 0005384,2018-01-26,Alembic Ltd,Wholesale,Product 1,12,1072.0,12864.0,621.76,CT,Connecticut,Northeast,41.27212,-72.9675,,7461.12,5402.88,42.0,January,1,2018-01
SO - 0006128,2018-01-26,Quaxo Ltd,Distributor,Product 25,8,2639.8,21118.4,1689.4720000000002,IN,Indiana,Midwest,41.59337,-87.34643,,13515.776000000002,7602.624,36.0,January,1,2018-01
SO - 000437,2018-01-26,Avavee Group,Export,Product 18,9,261.3,2351.7000000000003,104.52000000000001,AR,Arkansas,South,36.33202,-94.11854,,940.6800000000001,1411.0200000000002,60.0,January,1,2018-01
SO - 0001123,2018-01-26,Wise Company,Distributor,Product 18,12,3932.9,47194.8,2477.727,CA,California,West,38.10742,-122.5697,,29732.724,17462.076000000005,37.00000000000001,January,1,2018-01
SO - 0001399,2018-01-26,Golden Corp,Distributor,Product 2,12,857.6,10291.2,557.44,CA,California,West,33.88835,-118.30896,,6689.280000000001,3601.92,35.0,January,1,2018-01
SO - 0002033,2018-01-26,Voonyx Group,Wholesale,Product 14,10,3396.9,33969.0,2377.83,UT,Utah,West,37.10415,-113.58412,,23778.3,10190.7,30.000000000000004,January,1,2018-01
SO - 0003401,2018-01-26,Eayo Company,Export,Product 12,6,3946.3,23677.800000000003,2801.873,CA,California,West,33.75918,-118.00673,,16811.238,6866.562000000002,29.000000000000004,January,1,2018-01
SO - 0003738,2018-01-26,Liberty Group,Export,Product 24,8,3001.6,24012.8,2341.248,CA,California,West,34.05223,-118.24368,,18729.984,5282.815999999999,21.999999999999996,January,1,2018-01
SO - 0006371,2018-01-26,Zoomzone Corp,Wholesale,Product 7,8,2385.2000000000003,19081.600000000002,1025.6360000000002,MO,Missouri,Midwest,39.01695,-94.28161,,8205.088000000002,10876.512,56.99999999999999,January,1,2018-01
SO - 0008916,2018-01-26,Tambee Company,Export,Product 9,6,1132.3,6793.799999999999,611.442,CA,California,West,33.72058,-116.21556,,3668.652,3125.1479999999992,45.99999999999999,January,1,2018-01
SO - 000764,2018-01-26,Yombu Corp,Distributor,Product 5,11,1065.3,11718.3,553.956,MI,Michigan,Midwest,42.30754,-83.48577,,6093.5160000000005,5624.783999999999,47.99999999999999,January,1,2018-01
SO - 000968,2018-01-26,Voolia Ltd,Export,Product 15,5,3926.2000000000003,19631.0,1923.8380000000002,NC,North Carolina,South,36.07613,-79.4683,,9619.19,10011.81,51.0,January,1,2018-01
SO - 0002371,2018-01-26,Viva Ltd,Wholesale,Product 11,7,1098.8,7691.599999999999,879.04,GA,Georgia,South,33.88399,-84.51438,,6153.28,1538.3199999999997,20.0,January,1,2018-01
SO - 0002890,2018-01-26,American Corp,Distributor,Product 19,11,1031.8,11349.8,680.988,CA,California,West,33.84918,-118.38841,,7490.868,3858.931999999999,33.99999999999999,January,1,2018-01
SO - 0005449,2018-01-26,Rooxo Company,Wholesale,Product 20,6,3979.8,23878.800000000003,1790.91,TX,Texas,South,30.52524,-97.66595,,10745.460000000001,13133.340000000002,55.00000000000001,January,1,2018-01
SO - 0005586,2018-01-26,Flipbug Ltd,Wholesale,Product 25,6,268.0,1608.0,209.04000000000002,IL,Illinois,Midwest,42.04114,-87.69006,,1254.2400000000002,353.75999999999976,21.999999999999986,January,1,2018-01
SO - 0006241,2018-01-26,Roomm Company,Wholesale,Product 3,10,1065.3,10653.0,628.5269999999999,CA,California,West,37.70215,-121.93579,,6285.2699999999995,4367.7300000000005,41.0,January,1,2018-01
SO - 0007087,2018-01-26,Voolia Ltd,Distributor,Product 16,11,2432.1,26753.1,1605.186,FL,Florida,South,26.93422,-80.09421,,17657.046,9096.054,34.0,January,1,2018-01
SO - 0007593,2018-01-26,Kaymbo Company,Wholesale,Product 19,12,227.8,2733.6000000000004,107.066,UT,Utah,West,41.73549,-111.83439,,1284.792,1448.8080000000004,53.000000000000014,January,1,2018-01
SO - 0009076,2018-01-26,Blogspan Ltd,Distributor,Product 17,12,5822.3,69867.6,4599.617,FL,Florida,South,25.77288,-80.34783,,55195.404,14672.196000000004,21.000000000000004,January,1,2018-01
SO - 000246,2018-01-26,Actavis Company,Wholesale,Product 25,7,1072.0,7504.0,643.1999999999999,TX,Texas,South,31.11712,-97.7278,,4502.4,3001.6000000000004,40.0,January,1,2018-01
SO - 000540,2018-01-26,Aimbo Corp,Export,Product 18,10,6217.6,62176.0,5284.96,NJ,New Jersey,Northeast,40.50677,-74.26542,,52849.6,9326.400000000001,15.000000000000002,January,1,2018-01
SO - 0001463,2018-01-26,American Corp,Distributor,Product 15,6,1051.9,6311.400000000001,620.621,IL,Illinois,Midwest,42.02803,-88.20364,,3723.7259999999997,2587.674000000001,41.00000000000001,January,1,2018-01
SO - 0001683,2018-01-26,Geiss Company,Wholesale,Product 29,8,3926.2000000000003,31409.600000000002,2630.5540000000005,WI,Wisconsin,Midwest,43.01668,-88.00703,,21044.432000000004,10365.167999999998,32.99999999999999,January,1,2018-01
SO - 0004012,2018-01-26,Fivebridge Ltd,Distributor,Product 12,11,971.5,10686.5,524.61,MA,Massachusetts,Northeast,42.46676,-70.94949,,5770.71,4915.79,46.0,January,1,2018-01
SO - 0005068,2018-01-26,Aromaticos Company,Distributor,Product 15,8,1112.2,8897.6,767.418,NV,Nevada,West,39.1638,-119.7674,,6139.344,2758.2560000000003,31.0,January,1,2018-01
SO - 0008005,2018-01-26,Z.H.T. Group,Distributor,Product 15,11,2847.5,31322.5,1395.2749999999999,MN,Minnesota,Midwest,44.92386,-92.95938,,15348.024999999998,15974.475000000002,51.000000000000014,January,1,2018-01
SO - 0008674,2018-01-26,Thoughtmix Ltd,Export,Product 5,11,3993.2000000000003,43925.200000000004,3354.288,PA,Pennsylvania,Northeast,40.12364,-74.86738,,36897.168,7028.0320000000065,16.000000000000014,January,1,2018-01
SO - 0009533,2018-01-26,Geiss Company,Wholesale,Product 30,6,1333.3,7999.799999999999,1026.641,TX,Texas,South,29.8334,-93.96632,,6159.8460000000005,1839.9539999999988,22.999999999999986,January,1,2018-01
SO - 000267,2018-01-26,Cogilith Group,Wholesale,Product 16,6,1005.0,6030.0,502.5,FL,Florida,South,26.1716,-80.26163,,3015.0,3015.0,50.0,January,1,2018-01
SO - 000716,2018-01-26,Snaptags Ltd,Wholesale,Product 25,8,3966.4,31731.2,2816.144,TX,Texas,South,30.52524,-97.66595,,22529.152,9202.048000000003,29.00000000000001,January,1,2018-01
SO - 0002253,2018-01-26,Rochester Group,Export,Product 19,9,991.6,8924.4,803.196,OR,Oregon,West,45.49428,-122.86705,,7228.764,1695.6359999999995,18.999999999999993,January,1,2018-01
SO - 0004609,2018-01-26,NARS Group,Distributor,Product 2,7,3095.4,21667.8,2104.8720000000003,NM,New Mexico,West,35.68698,-105.9378,,14734.104000000003,6933.695999999996,31.999999999999986,January,1,2018-01
SO - 0006048,2018-01-26,Twimbo Company,Distributor,Product 1,12,3825.7000000000003,45908.4,3175.331,TX,Texas,South,26.19063,-97.6961,,38103.972,7804.428,17.0,January,1,2018-01
SO - 0006955,2018-01-26,Twitterbri Ltd,Wholesale,Product 4,12,6452.1,77425.20000000001,4580.991,MI,Michigan,Midwest,42.6731,-83.03656,,54971.892,22453.30800000001,29.00000000000001,January,1,2018-01
SO - 0009974,2018-01-26,Geiss Company,Distributor,Product 2,7,2606.3,18244.100000000002,1329.2130000000002,AL,Alabama,South,33.52744,-86.79905,,9304.491000000002,8939.609,48.99999999999999,January,1,2018-01
SO - 000741,2018-01-27,General Company,Wholesale,Product 23,9,864.3000000000001,7778.700000000001,691.44,MN,Minnesota,Midwest,45.07246,-93.45579,,6222.960000000001,1555.7399999999998,19.999999999999996,January,1,2018-01
SO - 0007413,2018-01-27,NCS Group,Wholesale,Product 27,7,207.70000000000002,1453.9,176.54500000000002,WA,Washington,West,47.67323,-117.23937,,1235.815,218.08500000000004,15.000000000000002,January,1,2018-01
SO - 0008797,2018-01-27,Organon Corp,Wholesale,Product 5,7,1829.1000000000001,12803.7,969.4230000000001,CA,California,West,33.84918,-118.38841,,6785.961000000001,6017.739,46.99999999999999,January,1,2018-01
SO - 0003916,2018-01-27,Deseret Group,Wholesale,Product 21,8,2432.1,19456.8,1897.038,CA,California,West,33.87529,-117.56644,,15176.304,4280.495999999999,21.999999999999996,January,1,2018-01
SO - 0005669,2018-01-27,Cadila Ltd,Export,Product 20,9,227.8,2050.2000000000003,145.792,IL,Illinois,Midwest,41.67577,-88.31799,,1312.128,738.0720000000003,36.00000000000001,January,1,2018-01
SO - 0007276,2018-01-27,Aibox Company,Export,Product 14,7,1755.4,12287.800000000001,1298.996,NV,Nevada,West,36.17497,-115.13722,,9092.972000000002,3194.8279999999995,25.999999999999996,January,1,2018-01
SO - 0008479,2018-01-27,Buzzshare Company,Wholesale,Product 25,9,268.0,2412.0,136.68,MD,Maryland,South,39.4015,-76.60191,,1230.1200000000001,1181.8799999999999,48.99999999999999,January,1,2018-01
SO - 0010484,2018-01-27,Janyx Group,Distributor,Product 17,10,2351.7000000000003,23517.000000000004,1128.816,CA,California,West,33.52253,-117.70755,,11288.16,12228.840000000004,52.000000000000014,January,1,2018-01
SO - 0001539,2018-01-27,Thoughtmix Ltd,Distributor,Product 2,8,6097.0,48776.0,3048.5,NH,New Hampshire,Northeast,42.76537,-71.46757,,24388.0,24388.0,50.0,January,1,2018-01
